State,Bill Number,CCNegative,NegorPos,# of Sponsors,% Republican Party,PartyScore,Committee Intro,YearIntro,Date Introduced,Bill Title,Disposition,Date of Furthest Progression,"Progress (1, 2, 2, 3)",Open States Link,Negative,Adoption or Enabling,Alignment,Appropriation,Legislative Approbation,Legislative Disapprobation,Review,Revocation,Other,A: Accountability Systems,A: Assessment,A: Charter and Private Schools,A: Career Technical Education,A: College- and Career-Readiness,A: Curriculum (Instructional Materials),A: Early Childhood Education,A: Educ Evaluations,A: Educ Prep Program,A: Educ Prof Development,A: English Language Learners,A: Higher Education,A: HS Grad Requirements,A: Innovation Zones,A: Instruction,A: Juvenile Court Schools,A: K-3 Reading Proficiency,A: Online Course Offerings,A: School Accreditation / Performance Rating System,A: Students w/ Cognitive Disabilities,A: Supplemental Educational Services,A: Technological Infrastructure,,,,,
New Mexico,NM H 0111,0,Positive,1,1,1,,2013,1/16/13,Education Department Pays for Standards Tests,Failed (Adjourned),,1,http://openstates.org/nm/bills/2013/HB111/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,FL H 0213,0,Positive,1,0,-1,,2013,1/17/13,College and Career Readiness,Failed (Adjourned),,1,http://openstates.org/fl/bills/2013/H213/,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Florida,FL H 0225,0,Positive,1,0,-1,,2013,1/17/13,Education Personnel Evaluation,Failed (Adjourned),,1,http://openstates.org/fl/bills/2013/H225/,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Hawaii,HI H 0224,0,Positive,1,0,-1,,2013,1/17/13,Hawaiian Language Immersion Program,Failed (Adjourned),4/3/13,2,http://openstates.org/hi/bills/2014%20Regular%20Session/HB224/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,IN H 1337,0,Positive,1,1,1,,2013,1/17/13,School Accountability and Turnaround Academies,Failed (Adjourned),,1,http://openstates.org/in/bills/2013/HB1337/,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,WA H 1173,0,Positive,5,0,-1,,2013,1/17/13,Financial Education Public Private Partnership,Failed (Adjourned) ,3/28/13,2,http://openstates.org/wa/bills/2013-2014/HB1173/,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,HI S 0238,0,Positive,7,0.14286,-0.71428,,2013,1/18/13,Student Instructional Hours,Failed,3/5/13,2,http://openstates.org/hi/bills/2013%20Regular%20Session/SB238/,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Hawaii,HI H 0327,0,Positive,4,0,-1,,2013,1/18/13,University of Hawaii at Hilo; Pilot Assessment Program; Appropriation,Failed (Adjourned),,1,http://openstates.org/hi/bills/2013%20Regular%20Session/HB327/,,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,
Hawaii,HI S 0410,0,Positive,1,0,-1,,2013,1/18/13,Hawaiian Language Immersion Program; Student Assessment,Failed (Adjourned),,1,http://openstates.org/hi/bills/2014%20Regular%20Session/SB410/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,NE L 0367,0,Positive,1,,,,2013,1/18/13,Twenty First Century Developmental Education Act,Pending (Carryover),,1,http://openstates.org/ne/bills/103/LB367/,,1,1,,1,,,,,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,
New York,NY A 2812,0,Positive,1,0,-1,,2013,1/18/13,Use of a Minimum Standardized Test Cut Off Score,Pending ,,1,http://openstates.org/ny/bills/2013-2014/A2812/,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS H 0369,0,Positive,2,0.5,0,,2013,1/21/13,Mississippi Charter Schools Act of 2013,Enacted,4/17/13,3,http://openstates.org/ms/bills/2013/HB369/,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS H 0415,0,Positive,1,1,1,,2013,1/21/13,Education Enhancement Funds,Failed,,1,http://openstates.org/ms/bills/2013/HB415/,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS H 0834,0,Positive,1,1,1,,2013,1/21/13,Digital Instruction Materials,Failed,,1,http://openstates.org/ms/bills/2013/HB834/,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS H 0955,0,Positive,18,1,1,,2013,1/21/13,Reading Proficiency Program,Failed,3/13/13,2,http://openstates.org/ms/bills/2013/HB955/,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
Mississippi,MS H 1057,0,Positive,1,0,-1,,2013,1/21/13,Parttime Teachers for Remedial Education,Failed,,1,http://openstates.org/ms/bills/2013/HB1057/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS H 1120,0,Positive,1,0,-1,,2013,1/21/13,Mississippi School for Reading and the Arts,Failed,,1,http://openstates.org/ms/bills/2013/HB1120/,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Mississippi,MS H 1176,0,Positive,1,0,-1,,2013,1/21/13,Course Subject Area Tests,Failed,,1,http://openstates.org/ms/bills/2013/HB1176/,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
Mississippi,MS H 1177,0,Positive,1,0,-1,,2013,1/21/13,Student Tutors Promotion Program,Failed,,1,http://openstates.org/ms/bills/2013/HB1177/,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS H 1340,0,Positive,1,0,-1,,2013,1/21/13,Learning Materials,Failed,,1,http://openstates.org/ms/bills/2013/HB1340/,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS S 2353,0,Positive,2,1,1,,2013,1/21/13,School Financial Accountability Rating System,Failed,,1,http://openstates.org/ms/bills/2013/SB2353/,,,1,1,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Mississippi,MS S 2354,0,Positive,2,1,1,,2013,1/21/13,Digital Learning Now Act,Failed,,1,http://openstates.org/ms/bills/2013/SB2354/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS S 2396,0,Positive,1,1,1,,2013,1/21/13,School and District Accountability System,Enacted,4/8/13,3,http://openstates.org/ms/bills/2013/SB2396/,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS S 2646,0,Positive,1,1,1,,2013,1/21/13,High School Graduation Requirements,Failed,,1,http://openstates.org/ms/bills/2013/SB2646/,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Mississippi,MS S 2711,0,Positive,1,1,1,,2013,1/21/13,Virtual School Program Standards,Failed,,1,http://openstates.org/ms/bills/2013/SB2711/,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Washington,WA H 1252,0,Positive,19,0.05263,-0.89474,,2013,1/21/13,Online Professional Development Project,Failed (Adjourned),2/15/13,2,http://openstates.org/wa/bills/2013-2014/HB1252/,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Connecticut,CT H 5465,0,Positive,3,1,1,,2013,1/22/13,College Prep Education System,Failed,,1,http://openstates.org/ct/bills/2013/HB5465/,,1,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,
Connecticut,CT H 5469,0,Positive,3,1,1,,2013,1/22/13,Project Based Learning,Failed,,1,http://openstates.org/ct/bills/2013/HB5469/,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Hawaii,HI H 0862,0,Positive,1,0,-1,,2013,1/22/13,School Readiness Program,Failed (Adjourned),,1,http://openstates.org/hi/bills/2013%20Regular%20Session/HB862/,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Massachusetts,MA H 0489,0,Positive,1,0,-1,,2013,1/22/13,Student Assessment and Accountability,Pending,,1,http://openstates.org/ma/bills/188th/H489/,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,MA S 0225,0,Positive,1,0,-1,,2013,1/22/13,English Language Programs,Pending,,1,http://openstates.org/ma/bills/188th/S225/,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Massachusetts,MA S 0261,0,Positive,1,0,-1,,2013,1/22/13,College and Career Preparations Programs,Pending,,1,http://openstates.org/ma/bills/188th/S261/,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
Minnesota,MN S 0085,0,Positive,3,0,-1,,2013,1/22/13,Education Adaptive Assessments,Pending (Carryover),,1,http://openstates.org/mn/bills/2013-2014/SF85/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,
Washington,WA H 1293,0,Positive,23,0.13043,-0.73914,,2013,1/22/13,Requiring School Districts to Disclose Information about Required Assessments,Failed (Adjourned),2/21/13,2,http://openstates.org/wa/bills/2013-2014/HB1293/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut,CT S 0407,0,Positive,1,1,1,,2013,1/23/13,Career Academy Pilot Program,Failed,,1,http://openstates.org/ct/bills/2013/SB407/,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Nebraska,NE L 0512,0,Positive,1,,,,2013,1/23/13,Academic Content Standards,Pending (Carryover),,1,http://openstates.org/ne/bills/103/LB512/,,1,1,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Tennessee,TN S 0105,0,Positive,2,1,1,,2013,1/23/13,Tennessee Alternative Diploma Act,Enacted,5/16/13,3,http://openstates.org/tn/bills/108/SB105/,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
Tennessee,TN H 0387,0,Positive,2,1,1,,2013,1/23/13,Alternative Diploma Act,Enacted,5/16/13,3,http://openstates.org/tn/bills/108/HB387/,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Hawaii,HI S 1093,0,Positive,1,0,-1,,2013,1/24/13,School Readiness Program,Enacted,6/25/13,3,http://openstates.org/hi/bills/2013%20Regular%20Session/SB1093/,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Washington,WA S 5237,0,Positive,8,0.625,0.25,,2013,1/24/13,Accountability for Student Performance in Third Grade,Failed (Adjourned),2/7/13,2,http://openstates.org/wa/bills/2013-2014/SB5237/,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
New Mexico,NM H 0257,0,Positive,1,0,-1,,2013,1/25/13,Academic Success Through Remediation Act,Failed (Adjourned),,1,http://openstates.org/nm/bills/2013/HB257/,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
Utah,UT S 0134,0,Positive,1,1,1,,2013,1/25/13,Performance Assessment System for Students,Failed (Adjourned),,1,http://openstates.org/ut/bills/2013/SB134/,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Colorado,CO S 0087,0,Positive,2,0,-1,,2013,1/28/13,Department of Education Supplemental Appropriation,Enacted,2/19/13,3,http://openstates.org/co/bills/2013A/SB13-087/,,,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,
New Mexico,NM H 0278,0,Positive,1,0,-1,,2013,1/28/13,After School Enrichment Programs,Failed (Adjourned),,1,http://openstates.org/nm/bills/2013/HB278/,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,WA H 1450,0,Positive,2,0,-1,,2013,1/28/13,Assessments in Public Schools,Enacted,6/3/13,3,http://openstates.org/wa/bills/2013-2014/HB1450/,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
Washington,WA S 5328,0,Positive,9,0.66667,0.33334,,2013,1/28/13,School Grading Program,Pending (Substituted),2/7/13,2,http://openstates.org/wa/bills/2013-2014/SB5328/,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,WA H 1452,0,Positive,7,1,1,,2013,1/28/13,Accountability for Student Performance,Failed (Adjourned),2/22/13,2,http://openstates.org/wa/bills/2013-2014/HB1452/,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
Washington,WA S 5366,0,Positive,6,0,-1,,2013,1/28/13,Requiring The Office of the Superintendent of Public Instruction to Assist School Districts in Disclosing Information About Required Assessments,Failed (Adjourned),,1,http://openstates.org/wa/bills/2013-2014/SB5366/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,AZ S 1239,0,Positive,1,1,1,,2013,1/29/13,Technology Based Reading Intervention,Failed (Adjourned),,1,http://openstates.org/az/bills/51st-1st-regular/SB1239/,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
Minnesota,MN H 0229,0,Positive,5,0.2,-0.6,,2013,1/31/13,Computer Based Adaptive Assessments,Pending (Carryover),,1,http://openstates.org/mn/bills/2013-2014/HF229/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,
Colorado,CO H 1211,0,Positive,2,0.5,0,,2013,2/1/13,English Language Proficiency Programs,Failed (Adjourned),4/15/13,2,http://openstates.org/co/bills/2013A/HB13-1211/,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
Maryland,MD S 0740,0,Positive,3,0,-1,,2013,2/1/13,College Readiness and Completion Act of 2013,Enacted,5/16/13,3,http://openstates.org/md/bills/2013/SB740/,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,
New Mexico,NM S 0377,0,Positive,2,0,-1,,2013,2/1/13,Statewide Digital Learning Task Force,Failed (Adjourned),,1,http://openstates.org/nm/bills/2013/SB377/,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT H 0149,0,Positive,11,0.18182,-0.63636,,2013,2/1/13,Standards Based Performance Assessment,Pending (Carryover),,1,http://openstates.org/vt/bills/2013-2014/H149/,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Colorado,CO H 1219,0,Positive,2,0,-1,,2013,2/4/13,Statutory Changes to K-12 Education,Enacted,4/4/13,3,http://openstates.org/co/bills/2013A/HB13-1219/,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,OK S 0251,0,Positive,2,0.5,0,,2013,2/4/13,Achieving Classroom Excellence Act,Enacted,4/8/13,3,http://openstates.org/ok/bills/2013-2014/SB251/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
Oklahoma,OK H 1234,0,Positive,2,0.5,0,,2013,2/4/13,Schools,Pending (Carryover),,1,http://openstates.org/ok/bills/2013-2014/HB1234/,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Oklahoma,OK S 0447,0,Positive,2,1,1,,2013,2/4/13,Oklahoma School Testing Program Act,Pending (Carryover),3/12/13,2,http://openstates.org/ok/bills/2013-2014/SB447/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,OK H 1907,0,Positive,1,1,1,,2013,2/4/13,Schools; Creating the Common Core Task Force,Pending (Carryover),,1,http://openstates.org/ok/bills/2013-2014/HB1907/,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,WA S 5587,0,Positive,5,0.6,0.2,,2013,2/4/13,Student Assessments,Failed (Adjourned),2/19/13,2,http://openstates.org/wa/bills/2013-2014/SB5587/,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
Washington,WA S 5588,0,Positive,6,0.66667,0.33334,,2013,2/4/13,Definition of School Day,Failed (Adjourned),2/14/13,2,http://openstates.org/wa/bills/2013-2014/SB5588/,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,AZ H 2539,0,Positive,14,0,-1,,2013,2/5/13,Academic Skills,Failed (Adjourned),,1,http://openstates.org/az/bills/51st-1st-regular/HB2539/,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Florida,FL S 0636,0,Positive,1,0,-1,,2013,2/5/13,Students with Limited English Proficiency,Failed (Adjourned),,1,http://openstates.org/fl/bills/2013/S636/,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Kentucky,KY S 0061,0,Positive,1,1,1,,2013,2/5/13,Early High School Graduation,Enacted,3/22/13,3,http://openstates.org/ky/bills/2013RS/SB61/,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Kentucky,KY S 0064,0,Positive,2,1,1,,2013,2/5/13,Kentucky Educational Excellence Scholarships,Enacted,3/22/13,3,http://openstates.org/ky/bills/2013RS/SB64/,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,NM HJM 0030,0,Positive,1,0,-1,,2013,2/5/13,Standardized Test Scores,Enacted,3/14/13,3,http://openstates.org/nm/bills/2013/HJM30/,,,1,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Iowa,IA H 0142,0,Positive,19,0,-1,,2013,2/6/13,Education Remediation Council,Pending (Carryover),,1,http://openstates.org/ia/bills/2013-2014/HF142/,,,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
Maryland,MD H 0833,0,Positive,2,0,-1,,2013,2/6/13,College Readiness and Completion Act of 2013,Failed (Adjourned),,1,http://openstates.org/md/bills/2013/HB833/,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Oregon,OR H 2757,0,Positive,8,0.5,0,1,2013,2/6/13,Department of Education,Failed,3/6/13,2,http://openstates.org/or/bills/2013%20Regular%20Session/HB2757/,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,TX H 0005,0,Positive,73,0.68493,0.36986,,2013,2/6/13,Public School Accountability,Enacted,6/10/13,3,http://openstates.org/tx/bills/83/HB5/,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA S 0201,0,Positive,1,0,-1,,2013,2/7/13,Instructional Materials: Academic Content Standards,Enacted,10/2/13,3,http://openstates.org/ca/bills/20132014/SB201/,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,
Connecticut,CT H 6357,0,Positive,4,0,-1,,2013,2/7/13,Budget Recommendations,Failed (Adjourned),,1,http://openstates.org/ct/bills/2013/HB6357/,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut,CT S 0842,0,Positive,13,0,-1,,2013,2/7/13,Bonds,Enacted,7/1/13,3,http://openstates.org/ct/bills/2013/SB842/,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Maryland,MD H 1174,0,Positive,10,0,-1,,2013,2/8/13,Educator Evaluation System Pilot Program Extension,Failed (Adjourned),,1,http://openstates.org/md/bills/2013/HB1174/,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Utah,UT HJR 0008,0,Positive,1,1,1,,2013,2/8/13,Utah Core Standards,Failed (Adjourned),,1,http://openstates.org/ut/bills/2013/HJR8/,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,UT S 0175,0,Positive,1,1,1,,2013,2/8/13,High School Student College Readiness,Enacted,3/26/13,3,http://openstates.org/ut/bills/2013/SB175/,,,1,1,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
Arizona,AZ H 2563,0,Positive,28,0.35714,-0.28572,,2013,2/11/13,Educator Preparation Programs,Failed (Adjourned),2/28/13,2,http://openstates.org/az/bills/51st-1st-regular/HB2563/,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Arizona,AZ H 2620,0,Positive,18,0,-1,,2013,2/11/13,Soft Capital Appropriation,Failed (Adjourned),,1,http://openstates.org/az/bills/51st-1st-regular/HB2620/,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
California,CA S 0223,0,Positive,1,0,-1,,2013,2/11/13,"Maximum Categorical Funding Flexibility, Accountability",Pending (Amended),,1,http://openstates.org/ca/bills/20132014/SB223/,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,NM H 0513,0,Positive,1,0,-1,,2013,2/11/13,Certain School Tests (PARCC) as Competence,Vetoed,3/16/13,2,http://openstates.org/nm/bills/2013/HB513/,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,
Oregon,OR H 2862,0,Positive,8,0.5,0,1,2013,2/11/13,Department of Education,Failed,,1,http://openstates.org/or/bills/2013%20Regular%20Session/HB2862/,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,UT S 0069,0,Positive,1,1,1,,2013,2/11/13,Student Performance and Data,Failed (Adjourned) ,,1,http://openstates.org/ut/bills/2013/SB69/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,WA H 1812,0,Positive,10,0.2,-0.6,,2013,2/11/13,Urban School Turnaround Initiative,Enacted,5/7/13,3,http://openstates.org/wa/bills/2013-2014/HB1812/,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
California,CA S 0247,0,Positive,1,0,-1,,2013,2/12/13,Pupil Assessment: Grade Levels Assessed,Enacted,10/2/13,3,http://openstates.org/ca/bills/20132014/SB247/,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
New Mexico,NM HJM 0037,0,Positive,1,0,-1,,2013,2/12/13,Reading Literacy of Indian Children,Failed (Adjourned),,1,http://openstates.org/nm/bills/2013/HJM37/,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,FL S 0878,0,Positive,1,1,1,,2013,2/13/13,Education Accountability,Failed (Adjourned),4/12/13,2,http://openstates.org/fl/bills/2013/S878/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,TX H 1240,0,Positive,1,0,-1,,2013,2/13/13,Required Public School Curriculum,Failed (Adjourned) ,,1,http://openstates.org/tx/bills/83/HB1240/,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,WV S 0036,0,Positive,2,0,-1,,2013,2/13/13,Career Readiness Standards,Failed (Adjourned),,1,http://openstates.org/wv/bills/2013/SB36/,,,1,,,,,,,,,,,1,,,,1,1,,1,1,,,,,,,,,,,,,,
California,CA A 0383,0,Positive,1,1,1,,2013,2/14/13,Maintenance of the Codes,Enacted,8/12/13,3,http://openstates.org/ca/bills/20132014/AB383/,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Florida,FL S 0904,0,Positive,1,1,1,,2013,2/14/13,Education,Failed (Adjourned),,1,http://openstates.org/fl/bills/2013/S904/,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
Iowa,IA H 0215,0,Positive,23,0.56522,0.13044,1,2013,2/14/13,Programs and Activities Appropriations,Enacted,6/3/13,3,http://openstates.org/ia/bills/2013-2014/HF215/,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Minnesota,MN H 0630,0,Positive,3,0,-1,,2013,2/14/13,Education Program Funding,Enacted,5/22/13,3,http://openstates.org/mn/bills/2013-2014/HF630/,,,1,1,,,1,,1,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
Minnesota,MN S 0453,0,Positive,1,0,-1,,2013,2/14/13,Education Program Funding,Failed,,1,http://openstates.org/mn/bills/2013-2014/SF453/,,,1,1,,,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
Florida,FL H 0843,0,Positive,1,1,1,,2013,2/18/13,Education,Failed (Adjourned),,1,http://openstates.org/fl/bills/2013/H843/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,FL H 0863,0,Positive,1,1,1,,2013,2/18/13,Teacher Preparation and Accountability,Failed (Adjourned),,1,http://openstates.org/fl/bills/2013/H863/,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Mississippi,MS H 1648,0,Positive,10,0.6,0.2,,2013,2/18/13,Education Funding,Enacted,4/8/13,1,http://openstates.org/ms/bills/2013/HB1648/,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
California,CA A 0455,0,Positive,2,0,-1,,2013,2/19/13,Pupil Instruction: Special Education: Braille and Math,Pending (Amended),5/29/13,2,http://openstates.org/ca/bills/20132014/AB455/,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
California,CA A 0484,0,Positive,1,0,-1,,2013,2/19/13,Pupil Assessments: Temporary Suspension,Enacted,10/2/13,3,http://openstates.org/ca/bills/20132014/AB484/,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,IL H 2357,0,Positive,1,0,-1,,2013,2/19/13,School Code,Pending,,1,http://openstates.org/il/bills/98th/HB2357/,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA A 0631,0,Positive,1,0,-1,,2013,2/20/13,Pupils: Juvenile Court Schools,Enacted,8/26/13,3,http://openstates.org/ca/bills/20132014/AB631/,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
California,CA S 0344,0,Positive,1,0,-1,,2013,2/20/13,Schools,Vetoed,9/12/13,2,http://openstates.org/ca/bills/20132014/SB344/,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Missouri,MO H 0679,0,Positive,2,1,1,,2013,2/20/13,Department of Elementary and Secondary Education,Failed (Adjourned),,1,http://openstates.org/mo/bills/2013/HB679/,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
Utah,UT S 0082,0,Positive,1,1,1,,2013,2/20/13,Student Learning Profiles,Enacted,3/28/13,3,http://openstates.org/ut/bills/2013/SB82/,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA S 0490,0,Positive,1,0,-1,,2013,2/21/13,Early Assessment Program: Common Core Academic Content,Enacted,10/2/13,3,http://openstates.org/ca/bills/20132014/SB490/,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
California,CA S 0505,0,Positive,1,0,-1,,2013,2/21/13,Education Technology,Pending (Amended),5/29/13,2,http://openstates.org/ca/bills/20132014/SB505/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,
Florida,FL S 1076,0,Positive,1,1,1,,2013,2/21/13,Career and Professional Education Act,Enacted,4/12/13,3,http://openstates.org/fl/bills/2013/S1076/,,,1,,,,,,,,1,,,1,1,,,,,,1,1,,,,,,,,,,,,,,
California,CA A 0899,0,Positive,1,0,-1,,2013,2/22/13,English Language Development Standards: Learners,Enacted,10/10/13,3,http://openstates.org/ca/bills/20132014/AB899/,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
California,CA A 0928,0,Positive,1,1,1,,2013,2/22/13,Standardized Assessments: Sale to Private Schools,Pending (Amended),5/29/13,2,http://openstates.org/ca/bills/20132014/AB928/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA A 0959,0,Positive,1,0,-1,,2013,2/22/13,Pupil Assessment,Pending (Amended),,1,http://openstates.org/ca/bills/20132014/AB959/,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA S 0590,0,Positive,1,0,-1,,2013,2/22/13,Classified School Employee Staff Development: Training,Enacted,10/10/13,3,http://openstates.org/ca/bills/20132014/SB590/,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
